autor;naturaleza_fo;instance;n_repeticiones;valor_fo_lns;valor_fo_alns
santos2019;MIN;grafo4277,59,edgelist;5;11;11
santos2019;MIN;grafo4278,55,edgelist;5;7;7
santos2019;MIN;grafo4279,57,edgelist;5;8;8,2
santos2019;MIN;grafo428,19,edgelist;5;4;4
santos2019;MIN;grafo4280,58,edgelist;5;10;10
santos2019;MIN;grafo4281,59,edgelist;5;8,6;8,4
santos2019;MIN;grafo4282,77,edgelist;5;12,4;12,4
santos2019;MIN;grafo4283,56,edgelist;5;9,2;9,2
santos2019;MIN;grafo4284,72,edgelist;5;11,8;11,8
santos2019;MIN;grafo4285,58,edgelist;5;7;7
santos2019;MIN;grafo4286,74,edgelist;5;15,4;15,6
santos2019;MIN;grafo4287,76,edgelist;5;11;11,2
santos2019;MIN;grafo4288,64,edgelist;5;9,4;9,6
santos2019;MIN;grafo4289,79,edgelist;5;11;11,2
santos2019;MIN;grafo429,20,edgelist;5;6;6
santos2019;MIN;grafo4290,66,edgelist;5;9,6;9,6
santos2019;MIN;grafo4291,59,edgelist;5;8,4;8,4
santos2019;MIN;grafo4292,75,edgelist;5;11;11,2
santos2019;MIN;grafo4293,62,edgelist;5;7,8;7,2
santos2019;MIN;grafo4294,85,edgelist;5;9,4;9,2
santos2019;MIN;grafo4295,64,edgelist;5;9;9
santos2019;MIN;grafo4296,55,edgelist;5;7;7
santos2019;MIN;grafo4297,79,edgelist;5;16,2;15,4
santos2019;MIN;grafo4298,73,edgelist;5;8;8
santos2019;MIN;grafo4299,55,edgelist;5;11;11
santos2019;MIN;grafo430,13,edgelist;5;3;3
santos2019;MIN;grafo4300,60,edgelist;5;10;10
santos2019;MIN;grafo4301,63,edgelist;5;12;12
santos2019;MIN;grafo4302,60,edgelist;5;8,2;8
santos2019;MIN;grafo4303,74,edgelist;5;9;9
santos2019;MIN;grafo4304,56,edgelist;5;5;5
santos2019;MIN;grafo4305,80,edgelist;5;10,4;10,2
santos2019;MIN;grafo4306,56,edgelist;5;4;4
santos2019;MIN;grafo4307,64,edgelist;5;8,6;8,6
santos2019;MIN;grafo4308,61,edgelist;5;9,6;9,6
santos2019;MIN;grafo4309,54,edgelist;5;14;14
santos2019;MIN;grafo431,13,edgelist;5;3;3
santos2019;MIN;grafo4310,74,edgelist;5;14,4;14,6
santos2019;MIN;grafo4311,79,edgelist;5;16;16
santos2019;MIN;grafo4312,62,edgelist;5;8;8
santos2019;MIN;grafo4313,61,edgelist;5;11,2;11
santos2019;MIN;grafo4314,67,edgelist;5;15;15
santos2019;MIN;grafo4315,59,edgelist;5;11;11,2
santos2019;MIN;grafo4316,77,edgelist;5;11;11,2
santos2019;MIN;grafo4317,77,edgelist;5;11;11
santos2019;MIN;grafo4318,55,edgelist;5;12;12
santos2019;MIN;grafo4319,61,edgelist;5;11;11
santos2019;MIN;grafo432,19,edgelist;5;3;3
santos2019;MIN;grafo4320,67,edgelist;5;9;9,2
santos2019;MIN;grafo4321,81,edgelist;5;11;11
santos2019;MIN;grafo4322,56,edgelist;5;10,2;10
santos2019;MIN;grafo4323,78,edgelist;5;8;8,2
santos2019;MIN;grafo4324,78,edgelist;5;9;9
santos2019;MIN;grafo4325,55,edgelist;5;9;9
santos2019;MIN;grafo4326,73,edgelist;5;9,8;9,6
santos2019;MIN;grafo4327,65,edgelist;5;8;8
santos2019;MIN;grafo4328,51,edgelist;5;7;7
santos2019;MIN;grafo4329,54,edgelist;5;7;7
santos2019;MIN;grafo433,21,edgelist;5;6;6
santos2019;MIN;grafo4330,58,edgelist;5;7;7
santos2019;MIN;grafo4331,61,edgelist;5;8,2;8,2
santos2019;MIN;grafo4332,54,edgelist;5;8,4;8,6
santos2019;MIN;grafo4333,81,edgelist;5;9,2;9
santos2019;MIN;grafo4334,48,edgelist;5;8;8
santos2019;MIN;grafo4335,60,edgelist;5;12;12
santos2019;MIN;grafo4337,68,edgelist;5;12,6;12,6
santos2019;MIN;grafo4338,71,edgelist;5;11;11
santos2019;MIN;grafo4339,55,edgelist;5;6,6;6,2
santos2019;MIN;grafo434,20,edgelist;5;4;4
santos2019;MIN;grafo4340,53,edgelist;5;8;8
santos2019;MIN;grafo4341,56,edgelist;5;8;8
santos2019;MIN;grafo4342,60,edgelist;5;9,4;9,6
santos2019;MIN;grafo4343,79,edgelist;5;11;11
santos2019;MIN;grafo4344,52,edgelist;5;9;9
santos2019;MIN;grafo4345,61,edgelist;5;10;10
santos2019;MIN;grafo4346,54,edgelist;5;11;11
santos2019;MIN;grafo4347,77,edgelist;5;11,2;11
santos2019;MIN;grafo4348,83,edgelist;5;17;17
santos2019;MIN;grafo4349,65,edgelist;5;9,6;9,4
santos2019;MIN;grafo435,12,edgelist;5;2;2
santos2019;MIN;grafo4350,80,edgelist;5;11,2;11
santos2019;MIN;grafo4351,63,edgelist;5;9,4;9,4
santos2019;MIN;grafo4352,57,edgelist;5;6,8;7
santos2019;MIN;grafo4353,77,edgelist;5;10,2;10,2
santos2019;MIN;grafo4354,76,edgelist;5;12,4;12,8
santos2019;MIN;grafo4355,75,edgelist;5;10,6;10,2
santos2019;MIN;grafo4356,55,edgelist;5;8,2;8,4
santos2019;MIN;grafo4357,55,edgelist;5;8;8
santos2019;MIN;grafo4358,55,edgelist;5;12;12
santos2019;MIN;grafo4359,62,edgelist;5;11;11
santos2019;MIN;grafo436,12,edgelist;5;3;3
santos2019;MIN;grafo4360,78,edgelist;5;10,4;10,8
santos2019;MIN;grafo4361,58,edgelist;5;13,4;13,4
santos2019;MIN;grafo4362,83,edgelist;5;12,8;12,4
santos2019;MIN;grafo4363,77,edgelist;5;11;10,8
santos2019;MIN;grafo4364,61,edgelist;5;15,2;15
santos2019;MIN;grafo4365,77,edgelist;5;12,8;13
santos2019;MIN;grafo4366,55,edgelist;5;10;9,8
santos2019;MIN;grafo4367,55,edgelist;5;7,6;7
santos2019;MIN;grafo4368,64,edgelist;5;9;9
santos2019;MIN;grafo4369,51,edgelist;5;8;8
santos2019;MIN;grafo437,12,edgelist;5;3;3
santos2019;MIN;grafo4370,80,edgelist;5;14,2;14
santos2019;MIN;grafo4371,71,edgelist;5;12;12,2
santos2019;MIN;grafo4372,50,edgelist;5;7;7,4
santos2019;MIN;grafo4373,60,edgelist;5;10;10
santos2019;MIN;grafo4374,52,edgelist;5;11,2;11
santos2019;MIN;grafo4375,53,edgelist;5;7;7
santos2019;MIN;grafo4376,60,edgelist;5;7;7,4
santos2019;MIN;grafo4377,65,edgelist;5;9,4;9,6
santos2019;MIN;grafo4378,79,edgelist;5;10,4;10,2
santos2019;MIN;grafo4379,76,edgelist;5;10,8;11,2
santos2019;MIN;grafo438,22,edgelist;5;6;6
santos2019;MIN;grafo4380,49,edgelist;5;7;7
santos2019;MIN;grafo4381,82,edgelist;5;15;15,2
santos2019;MIN;grafo4382,58,edgelist;5;5;5
santos2019;MIN;grafo4383,75,edgelist;5;13,6;13,2
santos2019;MIN;grafo4384,64,edgelist;5;13;13
santos2019;MIN;grafo4385,64,edgelist;5;10;10
santos2019;MIN;grafo4386,59,edgelist;5;7;7
santos2019;MIN;grafo4387,57,edgelist;5;10,2;9,6
santos2019;MIN;grafo4388,81,edgelist;5;15;15
santos2019;MIN;grafo4389,63,edgelist;5;12;12
santos2019;MIN;grafo439,11,edgelist;5;4;4
santos2019;MIN;grafo4390,59,edgelist;5;12,2;12
santos2019;MIN;grafo4391,56,edgelist;5;8,4;8,4
santos2019;MIN;grafo4392,61,edgelist;5;8;8
santos2019;MIN;grafo4393,77,edgelist;5;10;10
santos2019;MIN;grafo4394,55,edgelist;5;10;10
santos2019;MIN;grafo4395,79,edgelist;5;17,8;18
santos2019;MIN;grafo4396,63,edgelist;5;8;8
santos2019;MIN;grafo4397,74,edgelist;5;12;12
santos2019;MIN;grafo4398,57,edgelist;5;7;7
santos2019;MIN;grafo4399,61,edgelist;5;8,2;8,2
santos2019;MIN;grafo440,13,edgelist;5;3;3
santos2019;MIN;grafo4400,56,edgelist;5;14,8;14,6
santos2019;MIN;grafo4401,57,edgelist;5;13,2;13
santos2019;MIN;grafo4402,84,edgelist;5;9,6;9,6
santos2019;MIN;grafo4403,57,edgelist;5;12;12
santos2019;MIN;grafo4404,66,edgelist;5;8,6;8,6
santos2019;MIN;grafo4405,77,edgelist;5;10,2;10,2
santos2019;MIN;grafo4406,73,edgelist;5;12,4;12
santos2019;MIN;grafo4407,55,edgelist;5;8;8,2
santos2019;MIN;grafo4408,69,edgelist;5;11;11
santos2019;MIN;grafo4409,56,edgelist;5;5,4;5
santos2019;MIN;grafo441,11,edgelist;5;2;2
santos2019;MIN;grafo4410,78,edgelist;5;13;13
santos2019;MIN;grafo4411,64,edgelist;5;7,6;7,6
santos2019;MIN;grafo4412,61,edgelist;5;8;8,6
santos2019;MIN;grafo4413,64,edgelist;5;10;10
santos2019;MIN;grafo4414,66,edgelist;5;12;11,8
santos2019;MIN;grafo4415,56,edgelist;5;9;9
santos2019;MIN;grafo4416,56,edgelist;5;8,8;9
santos2019;MIN;grafo4417,65,edgelist;5;11;11
santos2019;MIN;grafo4418,53,edgelist;5;8;8,2
santos2019;MIN;grafo4419,61,edgelist;5;9,6;9,6
santos2019;MIN;grafo442,12,edgelist;5;3;3
santos2019;MIN;grafo4420,64,edgelist;5;8;8
santos2019;MIN;grafo4421,60,edgelist;5;7,4;7,4
santos2019;MIN;grafo4422,71,edgelist;5;12;12
santos2019;MIN;grafo4423,77,edgelist;5;9;9
santos2019;MIN;grafo4424,56,edgelist;5;9;9,4
santos2019;MIN;grafo4425,50,edgelist;5;10;10
santos2019;MIN;grafo4426,55,edgelist;5;9;9
santos2019;MIN;grafo4427,57,edgelist;5;11,4;11
santos2019;MIN;grafo4428,64,edgelist;5;13;13
santos2019;MIN;grafo4429,79,edgelist;5;12,2;12
santos2019;MIN;grafo443,13,edgelist;5;4;4
santos2019;MIN;grafo4430,72,edgelist;5;12;12,2
santos2019;MIN;grafo4431,62,edgelist;5;9,2;9
santos2019;MIN;grafo4432,78,edgelist;5;10,2;10,4
santos2019;MIN;grafo4433,61,edgelist;5;9,2;9,2
santos2019;MIN;grafo4434,57,edgelist;5;11;11
santos2019;MIN;grafo4435,54,edgelist;5;7,2;7,2
santos2019;MIN;grafo4436,60,edgelist;5;9;9
santos2019;MIN;grafo4437,80,edgelist;5;13,6;13,4
santos2019;MIN;grafo4438,55,edgelist;5;7,4;7,2
santos2019;MIN;grafo4439,80,edgelist;5;10,2;10,2
santos2019;MIN;grafo444,16,edgelist;5;3;3
santos2019;MIN;grafo4440,63,edgelist;5;9;9
santos2019;MIN;grafo4441,61,edgelist;5;6,2;6,4
santos2019;MIN;grafo4442,84,edgelist;5;10,2;9,4
santos2019;MIN;grafo4443,60,edgelist;5;9;9
santos2019;MIN;grafo4444,52,edgelist;5;11;11
santos2019;MIN;grafo4445,59,edgelist;5;11;11
santos2019;MIN;grafo4446,60,edgelist;5;10,6;10
santos2019;MIN;grafo4447,61,edgelist;5;8;8
santos2019;MIN;grafo4449,75,edgelist;5;11;11
santos2019;MIN;grafo445,22,edgelist;5;5;5
santos2019;MIN;grafo4450,70,edgelist;5;9;9
santos2019;MIN;grafo4451,51,edgelist;5;12;12
santos2019;MIN;grafo4452,57,edgelist;5;7,6;7,4
santos2019;MIN;grafo4453,57,edgelist;5;9;9
santos2019;MIN;grafo4454,68,edgelist;5;11,4;11,8
santos2019;MIN;grafo4455,60,edgelist;5;12,6;12,8
santos2019;MIN;grafo4456,58,edgelist;5;8;8
santos2019;MIN;grafo4457,74,edgelist;5;7,2;7,8
santos2019;MIN;grafo4458,63,edgelist;5;11;11
santos2019;MIN;grafo4459,77,edgelist;5;12;12
santos2019;MIN;grafo446,17,edgelist;5;6;6
santos2019;MIN;grafo4460,55,edgelist;5;7,2;7
santos2019;MIN;grafo4461,59,edgelist;5;8,2;8,6
santos2019;MIN;grafo4462,57,edgelist;5;6,6;6
santos2019;MIN;grafo4463,59,edgelist;5;8;8
santos2019;MIN;grafo4464,59,edgelist;5;11;11
santos2019;MIN;grafo4465,55,edgelist;5;13,2;13,2
santos2019;MIN;grafo4466,66,edgelist;5;15,6;15,4
santos2019;MIN;grafo4467,54,edgelist;5;6,2;6,6
santos2019;MIN;grafo4468,50,edgelist;5;12,2;12
santos2019;MIN;grafo4469,62,edgelist;5;9,4;9,6
santos2019;MIN;grafo447,14,edgelist;5;3;3
santos2019;MIN;grafo4470,73,edgelist;5;12;11,8
santos2019;MIN;grafo4471,77,edgelist;5;13,4;13
santos2019;MIN;grafo4472,68,edgelist;5;8,4;8,4
santos2019;MIN;grafo4473,48,edgelist;5;6;6
santos2019;MIN;grafo4474,68,edgelist;5;15;15
santos2019;MIN;grafo4475,55,edgelist;5;7,8;8
santos2019;MIN;grafo4476,68,edgelist;5;11,6;11,6
santos2019;MIN;grafo4477,76,edgelist;5;11;11
santos2019;MIN;grafo4478,64,edgelist;5;8;8,2
santos2019;MIN;grafo4479,68,edgelist;5;11,2;11,2
santos2019;MIN;grafo448,11,edgelist;5;2;2
santos2019;MIN;grafo4480,64,edgelist;5;12;11,8
santos2019;MIN;grafo4481,77,edgelist;5;17,4;17,2
santos2019;MIN;grafo4482,61,edgelist;5;6,4;6,4
santos2019;MIN;grafo4483,61,edgelist;5;8;8
santos2019;MIN;grafo4484,76,edgelist;5;10,8;11
santos2019;MIN;grafo4485,61,edgelist;5;8;8
santos2019;MIN;grafo4486,53,edgelist;5;8;8
santos2019;MIN;grafo4487,62,edgelist;5;12,8;12,6
santos2019;MIN;grafo4488,54,edgelist;5;8;8
santos2019;MIN;grafo4489,77,edgelist;5;12,4;12,8
santos2019;MIN;grafo449,18,edgelist;5;6;6
santos2019;MIN;grafo4490,65,edgelist;5;11,4;11,2
santos2019;MIN;grafo4491,61,edgelist;5;8,6;8,6
santos2019;MIN;grafo4492,76,edgelist;5;11,2;11
santos2019;MIN;grafo4493,76,edgelist;5;15,8;15,4
santos2019;MIN;grafo4494,62,edgelist;5;8;8,2
santos2019;MIN;grafo4495,63,edgelist;5;13,2;13,2
santos2019;MIN;grafo4496,56,edgelist;5;11;11
santos2019;MIN;grafo4497,61,edgelist;5;12;12,2
santos2019;MIN;grafo4498,77,edgelist;5;12,4;12,4
santos2019;MIN;grafo4499,55,edgelist;5;8;8
santos2019;MIN;grafo450,35,edgelist;5;7;7
santos2019;MIN;grafo4500,77,edgelist;5;8;8
santos2019;MIN;grafo4501,60,edgelist;5;8;8
santos2019;MIN;grafo4502,55,edgelist;5;10,4;10,2
santos2019;MIN;grafo4503,59,edgelist;5;11;11
santos2019;MIN;grafo4504,62,edgelist;5;11;11
santos2019;MIN;grafo4505,53,edgelist;5;8,2;8,2
santos2019;MIN;grafo4506,55,edgelist;5;7;7
santos2019;MIN;grafo4507,80,edgelist;5;17,6;17,4
santos2019;MIN;grafo4508,60,edgelist;5;9;9
santos2019;MIN;grafo4509,64,edgelist;5;10;9,8
santos2019;MIN;grafo451,23,edgelist;5;3;3
santos2019;MIN;grafo4510,55,edgelist;5;9,2;9
santos2019;MIN;grafo4511,77,edgelist;5;12;12
santos2019;MIN;grafo4512,60,edgelist;5;7,2;7
santos2019;MIN;grafo4513,53,edgelist;5;6,2;6,4
santos2019;MIN;grafo4514,66,edgelist;5;8,6;8,4
santos2019;MIN;grafo4515,62,edgelist;5;9;9
santos2019;MIN;grafo4516,59,edgelist;5;9;9
santos2019;MIN;grafo4517,80,edgelist;5;14,2;14,2
santos2019;MIN;grafo4518,50,edgelist;5;9;9
santos2019;MIN;grafo4519,75,edgelist;5;9;9
santos2019;MIN;grafo452,14,edgelist;5;2;2
santos2019;MIN;grafo4520,66,edgelist;5;9;9
santos2019;MIN;grafo4521,66,edgelist;5;10,4;10
santos2019;MIN;grafo4522,81,edgelist;5;7;7,2
santos2019;MIN;grafo4523,74,edgelist;5;9,2;9
santos2019;MIN;grafo4524,82,edgelist;5;16,4;15,6
santos2019;MIN;grafo4525,72,edgelist;5;10,2;10
santos2019;MIN;grafo4526,66,edgelist;5;12,4;12,2
santos2019;MIN;grafo4527,64,edgelist;5;7;7
santos2019;MIN;grafo4528,55,edgelist;5;5;5,2
santos2019;MIN;grafo4529,77,edgelist;5;12;12,4
santos2019;MIN;grafo453,12,edgelist;5;2;2
santos2019;MIN;grafo4530,54,edgelist;5;11;11
santos2019;MIN;grafo4531,78,edgelist;5;13,2;13,8
santos2019;MIN;grafo4532,63,edgelist;5;6;6
santos2019;MIN;grafo4533,77,edgelist;5;12,6;12,8
santos2019;MIN;grafo4534,81,edgelist;5;9,2;9
santos2019;MIN;grafo4535,52,edgelist;5;8;8
santos2019;MIN;grafo4536,83,edgelist;5;10,2;10
santos2019;MIN;grafo4537,75,edgelist;5;10,6;10,8
santos2019;MIN;grafo4538,62,edgelist;5;10,2;10
santos2019;MIN;grafo4539,64,edgelist;5;10;10,4
santos2019;MIN;grafo454,17,edgelist;5;3;3
santos2019;MIN;grafo4540,54,edgelist;5;5;5
santos2019;MIN;grafo4541,61,edgelist;5;10;10
santos2019;MIN;grafo4542,59,edgelist;5;10,4;10,6
santos2019;MIN;grafo4543,84,edgelist;5;11,2;11
santos2019;MIN;grafo4544,82,edgelist;5;11,6;11,6
santos2019;MIN;grafo4545,80,edgelist;5;14,8;14,8
santos2019;MIN;grafo4546,59,edgelist;5;8,2;8,4
santos2019;MIN;grafo4547,64,edgelist;5;12;12
santos2019;MIN;grafo4548,60,edgelist;5;7,2;7,2
santos2019;MIN;grafo4549,60,edgelist;5;9;9,4
santos2019;MIN;grafo455,10,edgelist;5;2;2
santos2019;MIN;grafo4550,65,edgelist;5;12;12
santos2019;MIN;grafo4551,61,edgelist;5;8;8
santos2019;MIN;grafo4552,78,edgelist;5;13,4;13,6
santos2019;MIN;grafo4553,62,edgelist;5;10,8;10,8
santos2019;MIN;grafo4554,77,edgelist;5;11,4;11,6
santos2019;MIN;grafo4555,77,edgelist;5;10;10
santos2019;MIN;grafo4556,52,edgelist;5;9,2;9,2
santos2019;MIN;grafo4557,60,edgelist;5;8;8
santos2019;MIN;grafo4558,70,edgelist;5;9,4;9,4
santos2019;MIN;grafo4559,65,edgelist;5;13;13
santos2019;MIN;grafo456,29,edgelist;5;6;6
santos2019;MIN;grafo4561,62,edgelist;5;8;8
santos2019;MIN;grafo4562,60,edgelist;5;10,4;10,4
santos2019;MIN;grafo4563,64,edgelist;5;10,4;10
santos2019;MIN;grafo4564,72,edgelist;5;9;9
santos2019;MIN;grafo4565,56,edgelist;5;8,6;8,6
santos2019;MIN;grafo4566,62,edgelist;5;12,2;12,6
santos2019;MIN;grafo4567,51,edgelist;5;6;6
santos2019;MIN;grafo4568,80,edgelist;5;14,2;14,2
santos2019;MIN;grafo4569,58,edgelist;5;9;9
santos2019;MIN;grafo457,12,edgelist;5;4;4
santos2019;MIN;grafo4570,72,edgelist;5;9;9
santos2019;MIN;grafo4571,54,edgelist;5;10;10
santos2019;MIN;grafo4572,74,edgelist;5;11,2;11,6
santos2019;MIN;grafo4573,57,edgelist;5;11,6;12
santos2019;MIN;grafo4574,77,edgelist;5;11,8;12
santos2019;MIN;grafo4575,60,edgelist;5;10;10,4
santos2019;MIN;grafo4576,71,edgelist;5;9,4;9,6
santos2019;MIN;grafo4577,51,edgelist;5;8;8
santos2019;MIN;grafo4578,63,edgelist;5;10;9,6
santos2019;MIN;grafo4579,53,edgelist;5;8;8
santos2019;MIN;grafo458,14,edgelist;5;4;4
santos2019;MIN;grafo4580,50,edgelist;5;9;9
santos2019;MIN;grafo4581,67,edgelist;5;8;8,4
santos2019;MIN;grafo4582,64,edgelist;5;8,2;8,2
santos2019;MIN;grafo4583,59,edgelist;5;10;10
santos2019;MIN;grafo4584,64,edgelist;5;11;11,2
santos2019;MIN;grafo4585,66,edgelist;5;8,2;8,4
santos2019;MIN;grafo4586,80,edgelist;5;13,2;13
santos2019;MIN;grafo4587,72,edgelist;5;10,6;10,4
santos2019;MIN;grafo4588,56,edgelist;5;9;9
santos2019;MIN;grafo4589,73,edgelist;5;10,6;10,2
santos2019;MIN;grafo459,17,edgelist;5;3;3
santos2019;MIN;grafo4590,54,edgelist;5;8;8
santos2019;MIN;grafo4591,59,edgelist;5;9,8;9,4
santos2019;MIN;grafo4592,56,edgelist;5;9,2;9,4
santos2019;MIN;grafo4593,62,edgelist;5;7;7,2
santos2019;MIN;grafo4594,79,edgelist;5;10;10,4
santos2019;MIN;grafo4595,77,edgelist;5;8;8
santos2019;MIN;grafo4596,59,edgelist;5;11;11
santos2019;MIN;grafo4597,55,edgelist;5;4,2;4,2
santos2019;MIN;grafo4598,61,edgelist;5;10,2;10,2
santos2019;MIN;grafo4599,73,edgelist;5;8;8,2
santos2019;MIN;grafo460,10,edgelist;5;2;2
santos2019;MIN;grafo4600,51,edgelist;5;7;7
santos2019;MIN;grafo4601,56,edgelist;5;8,2;8,8
santos2019;MIN;grafo4602,51,edgelist;5;7;7
santos2019;MIN;grafo4603,50,edgelist;5;9;9
santos2019;MIN;grafo4604,78,edgelist;5;11;11
santos2019;MIN;grafo4605,58,edgelist;5;11;11,2
santos2019;MIN;grafo4606,64,edgelist;5;9;9
santos2019;MIN;grafo4607,82,edgelist;5;11,6;12
santos2019;MIN;grafo4608,83,edgelist;5;14;13,8
santos2019;MIN;grafo4609,65,edgelist;5;14,2;14,6
santos2019;MIN;grafo461,10,edgelist;5;2;2
santos2019;MIN;grafo4610,82,edgelist;5;12;12
santos2019;MIN;grafo4611,59,edgelist;5;10;10,2
santos2019;MIN;grafo4612,61,edgelist;5;11;11,2
santos2019;MIN;grafo4613,77,edgelist;5;15;15,2
santos2019;MIN;grafo4614,76,edgelist;5;12,8;12,4
santos2019;MIN;grafo4615,59,edgelist;5;8;8,4
santos2019;MIN;grafo4616,61,edgelist;5;9,6;9,4
santos2019;MIN;grafo4617,76,edgelist;5;14;14,2
santos2019;MIN;grafo4618,80,edgelist;5;12,2;12,4
santos2019;MIN;grafo4619,63,edgelist;5;11;11
santos2019;MIN;grafo462,10,edgelist;5;2;2
santos2019;MIN;grafo4620,60,edgelist;5;7;7
santos2019;MIN;grafo4621,56,edgelist;5;7,2;7
santos2019;MIN;grafo4622,48,edgelist;5;6;6
santos2019;MIN;grafo4623,70,edgelist;5;13;13
santos2019;MIN;grafo4624,53,edgelist;5;6,6;6
santos2019;MIN;grafo4625,66,edgelist;5;9;9
santos2019;MIN;grafo4626,80,edgelist;5;9,4;9,6
santos2019;MIN;grafo4627,53,edgelist;5;9;9
santos2019;MIN;grafo4628,59,edgelist;5;9,2;9,4
santos2019;MIN;grafo4629,64,edgelist;5;11,4;11,4
santos2019;MIN;grafo463,15,edgelist;5;6;6
santos2019;MIN;grafo4630,64,edgelist;5;8;8
santos2019;MIN;grafo4631,63,edgelist;5;13;13
santos2019;MIN;grafo4632,77,edgelist;5;12,4;12,2
santos2019;MIN;grafo4633,65,edgelist;5;9;9
santos2019;MIN;grafo4634,61,edgelist;5;13;13
santos2019;MIN;grafo4635,67,edgelist;5;6,4;6,2
santos2019;MIN;grafo4636,82,edgelist;5;13,8;14
santos2019;MIN;grafo4637,63,edgelist;5;11;11
santos2019;MIN;grafo4638,68,edgelist;5;12;12,2
santos2019;MIN;grafo4639,82,edgelist;5;11,4;11,6
santos2019;MIN;grafo464,17,edgelist;5;5;5
santos2019;MIN;grafo4640,75,edgelist;5;11,2;11,2
santos2019;MIN;grafo4641,79,edgelist;5;11;11
santos2019;MIN;grafo4642,63,edgelist;5;10,2;10,6
santos2019;MIN;grafo4643,71,edgelist;5;9;9
santos2019;MIN;grafo4644,84,edgelist;5;15,2;15,2
santos2019;MIN;grafo4645,54,edgelist;5;6;6
santos2019;MIN;grafo4646,62,edgelist;5;8,2;8
santos2019;MIN;grafo4647,62,edgelist;5;12;12
santos2019;MIN;grafo4648,59,edgelist;5;8;8
santos2019;MIN;grafo4649,85,edgelist;5;12,6;12,6
santos2019;MIN;grafo465,10,edgelist;5;2;2
santos2019;MIN;grafo4650,76,edgelist;5;13,4;13
santos2019;MIN;grafo4651,56,edgelist;5;11;11
santos2019;MIN;grafo4652,74,edgelist;5;11,2;11,8
santos2019;MIN;grafo4653,62,edgelist;5;13;13
santos2019;MIN;grafo4654,74,edgelist;5;13,2;13
santos2019;MIN;grafo4655,56,edgelist;5;11;11,2
santos2019;MIN;grafo4656,66,edgelist;5;8,2;8,6
santos2019;MIN;grafo4657,79,edgelist;5;13,2;13,4
santos2019;MIN;grafo4658,76,edgelist;5;15;15
santos2019;MIN;grafo4659,59,edgelist;5;8;8
santos2019;MIN;grafo466,10,edgelist;5;2;2
santos2019;MIN;grafo4660,63,edgelist;5;12;12
santos2019;MIN;grafo4661,55,edgelist;5;7;7
santos2019;MIN;grafo4662,50,edgelist;5;6;6,2
santos2019;MIN;grafo4663,70,edgelist;5;13;13,4
santos2019;MIN;grafo4664,63,edgelist;5;7,6;7,6
santos2019;MIN;grafo4665,76,edgelist;5;12;12
santos2019;MIN;grafo4666,56,edgelist;5;8;8
santos2019;MIN;grafo4667,55,edgelist;5;7;7
santos2019;MIN;grafo4668,61,edgelist;5;13;13
santos2019;MIN;grafo4669,75,edgelist;5;8,8;8,8
santos2019;MIN;grafo467,15,edgelist;5;7;7
santos2019;MIN;grafo4670,58,edgelist;5;9,6;9,4
santos2019;MIN;grafo4671,62,edgelist;5;10;10
santos2019;MIN;grafo4672,76,edgelist;5;16;16,2
santos2019;MIN;grafo4674,75,edgelist;5;14,6;14,2
santos2019;MIN;grafo4675,55,edgelist;5;13;13
santos2019;MIN;grafo4676,64,edgelist;5;12;12
santos2019;MIN;grafo4677,52,edgelist;5;10,2;10
santos2019;MIN;grafo4678,58,edgelist;5;8;8
santos2019;MIN;grafo4679,63,edgelist;5;10,8;10,8
santos2019;MIN;grafo468,19,edgelist;5;7;7
santos2019;MIN;grafo4680,76,edgelist;5;9,2;9,2
santos2019;MIN;grafo4681,63,edgelist;5;8;8
santos2019;MIN;grafo4682,55,edgelist;5;7;7
santos2019;MIN;grafo4683,75,edgelist;5;7,8;7,4
santos2019;MIN;grafo4684,63,edgelist;5;9;9
santos2019;MIN;grafo4685,56,edgelist;5;8;8,2
santos2019;MIN;grafo4686,65,edgelist;5;11,2;11,2
santos2019;MIN;grafo4687,79,edgelist;5;14,8;15
santos2019;MIN;grafo4688,59,edgelist;5;9;9,2
santos2019;MIN;grafo4689,59,edgelist;5;6,6;6,8
santos2019;MIN;grafo469,18,edgelist;5;4;4
santos2019;MIN;grafo4690,61,edgelist;5;9,2;9
santos2019;MIN;grafo4691,62,edgelist;5;10;10,2
santos2019;MIN;grafo4692,76,edgelist;5;10,2;10
santos2019;MIN;grafo4693,63,edgelist;5;9,8;9,2
santos2019;MIN;grafo4694,76,edgelist;5;16;16
santos2019;MIN;grafo4695,62,edgelist;5;11;11,2
santos2019;MIN;grafo4696,80,edgelist;5;15,2;15,4
santos2019;MIN;grafo4697,59,edgelist;5;9,4;9,2
santos2019;MIN;grafo4698,55,edgelist;5;8,2;8,2
santos2019;MIN;grafo4699,55,edgelist;5;12;12
santos2019;MIN;grafo470,17,edgelist;5;4;4
santos2019;MIN;grafo4700,57,edgelist;5;8;8,2
santos2019;MIN;grafo4701,54,edgelist;5;7,2;7
santos2019;MIN;grafo4702,63,edgelist;5;14,2;14,2
santos2019;MIN;grafo4703,78,edgelist;5;13;13,2
santos2019;MIN;grafo4704,60,edgelist;5;13,2;13
santos2019;MIN;grafo4705,64,edgelist;5;6,4;6,4
santos2019;MIN;grafo4706,58,edgelist;5;12,2;12
santos2019;MIN;grafo4707,54,edgelist;5;10,4;10,4
santos2019;MIN;grafo4708,76,edgelist;5;7;7
